raw_id,sentiment_label,sentiment_confidence,mentions_candidate_probability,intensity_score,lga_relevance_label,lga_confidence,opposition_signal_probability,language_label,language_confidence,routing_decision,schema_version,model
nairaland-03ba87a99b3c,not_about_candidate,0.99,0.01,strong,unclear,1.0,0.56,english,0.98,auto,v3,jev-1.13.0
nairaland-247dfb34fc60,not_about_candidate,0.99,0.01,strong,unclear,1.0,0.58,english,0.96,auto,v3,jev-1.13.0
nairaland-96f42199708f,not_about_candidate,0.99,0.02,mild,unclear,1.0,0.23,english,0.91,auto,v3,jev-1.13.0
nairaland-4410287335ea,not_about_candidate,0.97,0.04,calm,unclear,0.97,0.09,mixed,0.61,auto,v3,jev-1.13.0
nairaland-a943925401e4,negative,0.95,0.05,strong,unclear,1.0,0.3,english,0.94,auto,v3,jev-1.13.0
nairaland-5abe25fbeab3,negative,0.95,0.05,strong,unclear,1.0,0.32,english,0.91,auto,v3,jev-1.13.0
nairaland-3fbc7e908090,not_about_candidate,1.0,0.02,mild,unclear,1.0,0.38,english,0.38,auto,v3,jev-1.13.0
nairaland-62c5752adf4e,not_about_candidate,1.0,0.02,moderate,unclear,1.0,0.39,english,0.63,auto,v3,jev-1.13.0
nairaland-8c53115bf35a,negative,0.7,0.04,moderate,unclear,1.0,0.44,english,0.53,human_review,v3,jev-1.13.0
nairaland-7eaeb5ba5b5e,negative,0.74,0.04,moderate,unclear,1.0,0.44,english,0.62,human_review,v3,jev-1.13.0
nairaland-06e7b12a11b0,not_about_candidate,0.65,0.02,strong,unclear,1.0,0.62,english,0.96,human_review,v3,jev-1.13.0
nairaland-8b8e7caa6245,not_about_candidate,0.69,0.02,strong,unclear,1.0,0.56,english,0.92,human_review,v3,jev-1.13.0
nairaland-9fd21be31b6c,not_about_candidate,0.95,0.02,strong,unclear,1.0,0.52,english,0.61,auto,v3,jev-1.13.0
nairaland-9123c3271be4,not_about_candidate,0.92,0.02,strong,unclear,1.0,0.48,english,0.4,auto,v3,jev-1.13.0
nairaland-8f3db8d24462,not_about_candidate,0.93,0.02,calm,unclear,0.99,0.34,english,0.97,auto,v3,jev-1.13.0
nairaland-9cff136a0dd1,not_about_candidate,0.83,0.02,calm,unclear,0.99,0.38,english,0.97,auto,v3,jev-1.13.0
nairaland-dea3efab583d,negative,0.88,0.03,moderate,unclear,1.0,0.37,english,0.95,auto,v3,jev-1.13.0
nairaland-866789e39e81,negative,0.93,0.03,moderate,unclear,1.0,0.34,english,0.95,auto,v3,jev-1.13.0
nairaland-ce0066711b6d,not_about_candidate,0.82,0.03,mild,unclear,0.96,0.63,mixed,0.69,auto,v3,jev-1.13.0
nairaland-a582f527a7b5,not_about_candidate,0.92,0.02,mild,unclear,0.97,0.69,mixed,0.72,auto,v3,jev-1.13.0
nairaland-6656f2b85e6e,not_about_candidate,0.99,0.06,calm,unclear,1.0,0.25,english,0.99,auto,v3,jev-1.13.0
nairaland-8bd03e88e655,not_about_candidate,1.0,0.1,calm,unclear,1.0,0.25,english,1.0,auto,v3,jev-1.13.0
nairaland-b42997a7a326,positive,0.65,0.04,strong,unclear,1.0,0.4,english,0.77,human_review,v3,jev-1.13.0
nairaland-7b11e42537d0,positive,0.51,0.05,strong,unclear,1.0,0.42,english,0.83,human_review,v3,jev-1.13.0
nairaland-7ec7d706a7bc,negative,0.6,0.04,strong,unclear,0.95,0.44,mixed,0.81,human_review,v3,jev-1.13.0
nairaland-1dad344640ce,not_about_candidate,0.5,0.02,very_strong,unclear,0.99,0.35,mixed,0.83,human_review,v3,jev-1.13.0
nairaland-4a87e6d03a5f,not_about_candidate,0.99,0.02,moderate,unclear,1.0,0.66,english,0.96,auto,v3,jev-1.13.0
nairaland-c462a5c28874,not_about_candidate,0.99,0.02,moderate,unclear,1.0,0.67,english,0.96,auto,v3,jev-1.13.0
nairaland-790156217f2b,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.63,english,0.91,auto,v3,jev-1.13.0
nairaland-a6cfcf0e3085,not_about_candidate,1.0,0.02,strong,unclear,1.0,0.65,english,0.95,auto,v3,jev-1.13.0
nairaland-3d115c2c63fb,not_about_candidate,0.95,0.03,calm,unclear,1.0,0.09,english,1.0,auto,v3,jev-1.13.0
nairaland-2e4d0f661c16,not_about_candidate,0.98,0.03,calm,unclear,1.0,0.06,english,1.0,auto,v3,jev-1.13.0
nairaland-cd88beda53a4,not_about_candidate,0.94,0.06,calm,unclear,1.0,0.15,english,0.73,auto,v3,jev-1.13.0
nairaland-bb098e48c7cc,not_about_candidate,0.96,0.12,calm,unclear,1.0,0.22,other,0.46,auto,v3,jev-1.13.0
nairaland-c0fd2e41d6ab,not_about_candidate,0.49,0.04,mild,unclear,1.0,0.28,english,0.98,human_review,v3,jev-1.13.0
nairaland-92d079016ec2,not_about_candidate,0.52,0.03,calm,unclear,0.99,0.19,english,1.0,human_review,v3,jev-1.13.0
nairaland-0b573eab67c7,not_about_candidate,0.96,0.02,moderate,unclear,0.99,0.58,english,0.92,auto,v3,jev-1.13.0
nairaland-775ad36b1e65,not_about_candidate,0.9,0.03,moderate,unclear,0.99,0.58,english,0.94,auto,v3,jev-1.13.0
nairaland-dbfa763eb958,not_about_candidate,1.0,0.02,mild,unclear,1.0,0.38,english,0.9,auto,v3,jev-1.13.0
nairaland-93e2c7c4ec16,not_about_candidate,1.0,0.01,mild,unclear,1.0,0.36,english,0.98,auto,v3,jev-1.13.0
nairaland-97a2626cdd74,not_about_candidate,0.95,0.02,mild,unclear,1.0,0.14,mixed,0.66,auto,v3,jev-1.13.0
nairaland-f6c972dd9091,not_about_candidate,0.97,0.02,mild,unclear,1.0,0.12,mixed,0.59,auto,v3,jev-1.13.0
nairaland-87f57d44923d,positive,0.3,0.02,strong,unclear,1.0,0.6,english,1.0,human_review,v3,jev-1.13.0
nairaland-60db7a469a31,not_about_candidate,0.2,0.02,strong,unclear,1.0,0.54,english,0.99,human_review,v3,jev-1.13.0
nairaland-7d29a98e0895,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.56,english,0.98,auto,v3,jev-1.13.0
nairaland-ef918fd2a229,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.6,english,0.95,auto,v3,jev-1.13.0
nairaland-9f3fdc140b61,not_about_candidate,0.97,0.01,strong,unclear,1.0,0.33,english,0.97,auto,v3,jev-1.13.0
nairaland-7406911cac58,not_about_candidate,0.97,0.02,strong,unclear,1.0,0.37,english,0.96,auto,v3,jev-1.13.0
nairaland-c533966aedf8,not_about_candidate,0.95,0.02,strong,unclear,1.0,0.1,english,0.99,auto,v3,jev-1.13.0
nairaland-c5766cf51840,not_about_candidate,0.95,0.02,moderate,unclear,1.0,0.2,english,0.99,auto,v3,jev-1.13.0
nairaland-63b35d9bf838,not_about_candidate,1.0,0.01,very_strong,unclear,1.0,0.07,english,0.96,auto,v3,jev-1.13.0
nairaland-620402bd1411,not_about_candidate,0.99,0.02,very_strong,unclear,1.0,0.1,english,0.95,auto,v3,jev-1.13.0
nairaland-79b8d55c7e6d,not_about_candidate,0.97,0.02,strong,unclear,1.0,0.46,english,0.92,auto,v3,jev-1.13.0
nairaland-b6bdcc896a82,not_about_candidate,0.95,0.02,strong,unclear,1.0,0.44,english,0.91,auto,v3,jev-1.13.0
nairaland-888da3f2b0f2,not_about_candidate,0.98,0.02,moderate,unclear,1.0,0.27,english,0.94,auto,v3,jev-1.13.0
nairaland-7f7e22ac4965,not_about_candidate,0.98,0.02,moderate,unclear,1.0,0.28,english,0.91,auto,v3,jev-1.13.0
nairaland-9d05768ef344,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.36,english,1.0,auto,v3,jev-1.13.0
nairaland-4d9849d9efbe,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.36,english,1.0,auto,v3,jev-1.13.0
nairaland-ead49e41ec53,not_about_candidate,0.76,0.03,strong,unclear,1.0,0.53,mixed,0.71,human_review,v3,jev-1.13.0
nairaland-5938b1186cde,not_about_candidate,0.74,0.03,strong,unclear,1.0,0.51,mixed,0.71,human_review,v3,jev-1.13.0
nairaland-d015a4f968a8,not_about_candidate,0.8,0.02,strong,unclear,1.0,0.13,english,0.95,auto,v3,jev-1.13.0
nairaland-5777ba5d6c19,not_about_candidate,0.86,0.03,strong,unclear,1.0,0.12,english,0.95,auto,v3,jev-1.13.0
nairaland-fa30312feb57,positive,0.54,0.06,strong,unclear,1.0,0.35,english,0.87,human_review,v3,jev-1.13.0
nairaland-671234bf9c8b,positive,0.62,0.06,strong,unclear,1.0,0.36,english,0.92,human_review,v3,jev-1.13.0
nairaland-ff88b45a982c,not_about_candidate,0.75,0.03,strong,unclear,1.0,0.1,english,0.99,human_review,v3,jev-1.13.0
nairaland-6304f5673cdd,not_about_candidate,0.61,0.02,strong,unclear,1.0,0.1,english,0.99,human_review,v3,jev-1.13.0
nairaland-798aa1528e1e,negative,0.57,0.03,strong,unclear,0.99,0.36,mixed,0.67,human_review,v3,jev-1.13.0
nairaland-68f217a5c5cf,negative,0.55,0.03,strong,unclear,1.0,0.31,mixed,0.72,human_review,v3,jev-1.13.0
nairaland-e2e3bcba7bac,not_about_candidate,0.56,0.04,mild,unclear,1.0,0.16,english,0.99,human_review,v3,jev-1.13.0
nairaland-222aa41af7b4,not_about_candidate,0.41,0.05,mild,unclear,1.0,0.23,english,0.95,human_review,v3,jev-1.13.0
nairaland-05b255af0bc5,negative,0.49,0.03,strong,unclear,0.99,0.33,mixed,0.64,human_review,v3,jev-1.13.0
nairaland-0fe97a127678,negative,0.69,0.03,strong,unclear,0.98,0.29,mixed,0.68,human_review,v3,jev-1.13.0
nairaland-d70037f7f47a,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.45,mixed,0.4,auto,v3,jev-1.13.0
nairaland-800b39d384f9,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.47,mixed,0.41,auto,v3,jev-1.13.0
nairaland-e1700f323997,not_about_candidate,0.96,0.02,moderate,unclear,1.0,0.42,english,0.96,auto,v3,jev-1.13.0
nairaland-07b44728258c,not_about_candidate,0.94,0.02,moderate,unclear,0.99,0.43,english,0.95,auto,v3,jev-1.13.0
nairaland-004be6596acb,not_about_candidate,1.0,0.01,very_strong,unclear,1.0,0.56,english,0.95,auto,v3,jev-1.13.0
nairaland-52c4b22bc64c,not_about_candidate,1.0,0.01,very_strong,unclear,1.0,0.53,english,0.91,auto,v3,jev-1.13.0
nairaland-defdcc0fbe64,not_about_candidate,0.96,0.02,moderate,unclear,0.99,0.26,mixed,0.43,auto,v3,jev-1.13.0
nairaland-763e4d99958a,not_about_candidate,0.97,0.03,moderate,unclear,0.99,0.29,mixed,0.38,auto,v3,jev-1.13.0
nairaland-3a09806c6ecd,not_about_candidate,0.67,0.03,strong,unclear,1.0,0.43,english,0.92,human_review,v3,jev-1.13.0
nairaland-5c1723137329,not_about_candidate,0.63,0.02,strong,unclear,1.0,0.45,english,0.88,human_review,v3,jev-1.13.0
nairaland-6ca9370639d1,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.47,english,0.95,auto,v3,jev-1.13.0
nairaland-b3a078941607,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.48,english,0.92,auto,v3,jev-1.13.0
nairaland-faba56055a24,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.54,english,0.92,auto,v3,jev-1.13.0
nairaland-a80001dda0d1,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.57,english,0.91,auto,v3,jev-1.13.0
nairaland-91fd628edf29,not_about_candidate,0.98,0.01,strong,unclear,1.0,0.46,english,0.93,auto,v3,jev-1.13.0
nairaland-b1931e4b7837,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.47,english,0.93,auto,v3,jev-1.13.0
nairaland-67d41b8da829,not_about_candidate,0.95,0.02,strong,unclear,1.0,0.1,english,0.99,auto,v3,jev-1.13.0
nairaland-a49069208065,not_about_candidate,0.93,0.02,strong,unclear,1.0,0.11,english,0.97,auto,v3,jev-1.13.0
nairaland-2293e3834ea0,not_about_candidate,1.0,0.02,moderate,unclear,1.0,0.49,english,0.97,auto,v3,jev-1.13.0
nairaland-ddb6d649ef8c,not_about_candidate,0.99,0.02,moderate,unclear,1.0,0.5,english,0.96,auto,v3,jev-1.13.0
nairaland-12f0728a0ae2,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.49,english,0.91,auto,v3,jev-1.13.0
nairaland-4ee3770b51e9,not_about_candidate,0.97,0.02,strong,unclear,1.0,0.59,english,0.87,auto,v3,jev-1.13.0
nairaland-bd2aa13cbaa3,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.54,english,0.98,auto,v3,jev-1.13.0
nairaland-293470252315,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.56,english,0.96,auto,v3,jev-1.13.0
nairaland-67873f437794,not_about_candidate,0.5,0.03,strong,unclear,1.0,0.51,english,0.98,human_review,v3,jev-1.13.0
nairaland-a8106609b5e9,not_about_candidate,0.35,0.03,strong,unclear,0.99,0.54,english,0.97,human_review,v3,jev-1.13.0
nairaland-fc6d7054c5bf,not_about_candidate,0.54,0.03,strong,unclear,0.99,0.68,english,0.93,human_review,v3,jev-1.13.0
nairaland-f1bb99292047,not_about_candidate,0.49,0.03,strong,unclear,0.99,0.69,english,0.87,human_review,v3,jev-1.13.0
nairaland-322df4911697,not_about_candidate,0.79,0.02,strong,unclear,1.0,0.23,english,0.79,human_review,v3,jev-1.13.0
nairaland-d40ebf2d1c05,not_about_candidate,0.8,0.02,strong,unclear,1.0,0.17,english,0.73,auto,v3,jev-1.13.0
nairaland-cc4fc21a6a77,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.59,english,0.99,auto,v3,jev-1.13.0
nairaland-ce8a0752fe2a,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.52,english,0.99,auto,v3,jev-1.13.0
nairaland-5f1b9bf61a8c,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.59,english,0.97,auto,v3,jev-1.13.0
nairaland-2af5df41c07c,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.57,english,0.95,auto,v3,jev-1.13.0
nairaland-9ab9ad4d5092,not_about_candidate,0.9,0.02,strong,unclear,1.0,0.87,english,0.99,auto,v3,jev-1.13.0
nairaland-2e0bf06c5736,not_about_candidate,0.91,0.02,strong,unclear,1.0,0.88,english,0.98,auto,v3,jev-1.13.0
nairaland-c8da5ebf78c4,not_about_candidate,0.83,0.02,strong,unclear,0.98,0.18,mixed,0.53,auto,v3,jev-1.13.0
nairaland-069c784aeb62,not_about_candidate,0.86,0.02,strong,unclear,0.99,0.15,english,0.33,auto,v3,jev-1.13.0
nairaland-1dba739fc0ce,not_about_candidate,0.98,0.02,very_strong,unclear,1.0,0.43,english,0.98,auto,v3,jev-1.13.0
nairaland-dbb759023109,not_about_candidate,0.97,0.02,very_strong,unclear,1.0,0.56,english,0.95,auto,v3,jev-1.13.0
nairaland-c4c8b7d95d23,not_about_candidate,0.96,0.02,strong,unclear,0.99,0.13,english,0.9,auto,v3,jev-1.13.0
nairaland-bf3da2f1239f,not_about_candidate,0.96,0.02,strong,unclear,0.99,0.14,english,0.9,auto,v3,jev-1.13.0
nairaland-78301c3b82ee,not_about_candidate,0.94,0.02,very_strong,unclear,1.0,0.86,english,0.97,auto,v3,jev-1.13.0
nairaland-aee0f3a2d3e4,not_about_candidate,0.96,0.02,strong,unclear,1.0,0.87,english,0.98,auto,v3,jev-1.13.0
nairaland-3db1902cf934,not_about_candidate,0.72,0.02,strong,unclear,1.0,0.06,english,1.0,human_review,v3,jev-1.13.0
nairaland-76b97838b87e,not_about_candidate,0.69,0.02,strong,unclear,1.0,0.07,english,0.99,human_review,v3,jev-1.13.0
nairaland-bbeb740e52d9,not_about_candidate,0.94,0.02,strong,unclear,1.0,0.47,english,0.87,auto,v3,jev-1.13.0
nairaland-eb7a276fd2ab,not_about_candidate,0.95,0.02,strong,unclear,1.0,0.46,english,0.83,auto,v3,jev-1.13.0
nairaland-0426983912bb,not_about_candidate,0.99,0.01,very_strong,unclear,1.0,0.58,english,0.99,auto,v3,jev-1.13.0
nairaland-4487d9b46999,not_about_candidate,0.99,0.01,very_strong,unclear,1.0,0.56,english,0.99,auto,v3,jev-1.13.0
nairaland-38dbd3f483e0,not_about_candidate,0.64,0.03,mild,unclear,1.0,0.28,english,0.9,human_review,v3,jev-1.13.0
nairaland-a01ba00a4c84,not_about_candidate,0.62,0.03,mild,unclear,1.0,0.3,english,0.86,human_review,v3,jev-1.13.0
nairaland-841209dcc450,not_about_candidate,0.96,0.02,very_strong,unclear,1.0,0.85,english,0.36,auto,v3,jev-1.13.0
nairaland-180adf541818,not_about_candidate,0.97,0.02,very_strong,unclear,1.0,0.86,english,0.34,auto,v3,jev-1.13.0
nairaland-11dbbc3255c1,not_about_candidate,0.94,0.02,strong,unclear,0.98,0.73,mixed,0.67,auto,v3,jev-1.13.0
nairaland-03fee9db891e,not_about_candidate,0.95,0.02,moderate,unclear,0.98,0.78,mixed,0.71,auto,v3,jev-1.13.0
nairaland-09e94137ce73,not_about_candidate,0.93,0.02,strong,unclear,1.0,0.53,english,0.94,auto,v3,jev-1.13.0
nairaland-a56de9db1eba,not_about_candidate,0.89,0.02,strong,unclear,1.0,0.56,english,0.87,auto,v3,jev-1.13.0
nairaland-d5f860a430f7,not_about_candidate,0.99,0.02,very_strong,unclear,1.0,0.86,english,0.79,auto,v3,jev-1.13.0
nairaland-94cc640f8bac,not_about_candidate,0.99,0.02,very_strong,unclear,1.0,0.87,english,0.9,auto,v3,jev-1.13.0
nairaland-a2ed19c13f74,not_about_candidate,0.94,0.02,very_strong,unclear,0.99,0.81,english,0.75,auto,v3,jev-1.13.0
nairaland-f53e99404436,not_about_candidate,0.95,0.02,very_strong,unclear,0.99,0.86,english,0.68,auto,v3,jev-1.13.0
news_punch-e853bcf96495,not_about_candidate,1.0,0.02,calm,unclear,1.0,0.2,english,1.0,auto,v3,jev-1.13.0
news_vanguard-31b13c5f6cae,not_about_candidate,1.0,0.01,strong,unclear,0.97,0.78,english,1.0,auto,v3,jev-1.13.0
news_vanguard-588d7eae6649,not_about_candidate,1.0,0.01,mild,unclear,1.0,0.07,english,1.0,auto,v3,jev-1.13.0
news_vanguard-ab6d2cffac7a,not_about_candidate,0.84,0.92,calm,unclear,1.0,0.22,english,1.0,auto,v3,jev-1.13.0
news_vanguard-e1de6ce53bcd,not_about_candidate,1.0,0.02,strong,unclear,1.0,0.25,english,0.98,auto,v3,jev-1.13.0
news_vanguard-aaa3f7a93f21,not_about_candidate,1.0,0.02,moderate,unclear,1.0,0.11,english,1.0,auto,v3,jev-1.13.0
news_vanguard-6d5238743514,not_about_candidate,1.0,0.02,mild,unclear,1.0,0.11,english,1.0,auto,v3,jev-1.13.0
news_dailypost-7ec407a28417,not_about_candidate,1.0,0.02,calm,unclear,1.0,0.49,english,1.0,auto,v3,jev-1.13.0
news_dailypost-f999d9515ae9,not_about_candidate,1.0,0.01,moderate,unclear,1.0,0.2,english,1.0,auto,v3,jev-1.13.0
news_dailypost-411ece70ca9d,not_about_candidate,1.0,0.02,calm,unclear,1.0,0.08,english,1.0,auto,v3,jev-1.13.0
news_tribune-e2ca7846397f,not_about_candidate,1.0,0.02,moderate,unclear,1.0,0.83,english,1.0,auto,v3,jev-1.13.0
news_tribune-f9c4c68d7fa4,not_about_candidate,0.81,0.81,strong,unclear,1.0,0.03,english,1.0,auto,v3,jev-1.13.0
news_tribune-ca2c2f85ae7e,not_about_candidate,1.0,0.02,mild,unclear,1.0,0.06,english,1.0,auto,v3,jev-1.13.0
news_tribune-b3f7803e670f,not_about_candidate,1.0,0.01,calm,unclear,1.0,0.16,english,1.0,auto,v3,jev-1.13.0
news_tribune-450a4a4d3b09,not_about_candidate,1.0,0.02,moderate,unclear,1.0,0.22,english,1.0,auto,v3,jev-1.13.0
news_tribune-5519ee0bcf99,not_about_candidate,1.0,0.01,mild,unclear,1.0,0.28,english,1.0,auto,v3,jev-1.13.0
news_dailytrust-5be07714a624,not_about_candidate,0.51,0.94,calm,unclear,1.0,0.11,english,1.0,human_review,v3,jev-1.13.0
news_rfi_hausa-0adccf823c19,not_about_candidate,1.0,0.02,moderate,unclear,1.0,0.03,hausa,0.93,auto,v3,jev-1.13.0
news_rfi_hausa-207bdc376749,not_about_candidate,1.0,0.02,moderate,unclear,1.0,0.1,hausa,0.92,auto,v3,jev-1.13.0
news_rfi_hausa-79cca60f41e8,not_about_candidate,1.0,0.01,calm,unclear,1.0,0.03,hausa,0.94,auto,v3,jev-1.13.0
news_rfi_hausa-fbb214e01cd6,not_about_candidate,1.0,0.02,calm,unclear,1.0,0.03,hausa,0.86,auto,v3,jev-1.13.0
news_rfi_hausa-7ec75e343d5d,not_about_candidate,1.0,0.02,calm,unclear,1.0,0.03,hausa,0.94,auto,v3,jev-1.13.0
news_rfi_hausa-0fa20b38a218,not_about_candidate,1.0,0.02,calm,unclear,1.0,0.04,hausa,0.87,auto,v3,jev-1.13.0
news_guarantee-03481ea87c18,not_about_candidate,1.0,0.02,moderate,unclear,1.0,0.07,hausa,0.77,auto,v3,jev-1.13.0
news_guarantee-7f7564a30ce5,not_about_candidate,1.0,0.02,moderate,unclear,0.99,0.12,hausa,0.68,auto,v3,jev-1.13.0
news_guarantee-66530395e748,not_about_candidate,1.0,0.02,calm,unclear,1.0,0.08,hausa,0.72,auto,v3,jev-1.13.0
news_guarantee-179161f38244,not_about_candidate,1.0,0.02,calm,unclear,1.0,0.12,hausa,0.53,auto,v3,jev-1.13.0
news_guarantee-3286cbacdcd5,not_about_candidate,1.0,0.02,calm,unclear,1.0,0.29,mixed,0.39,auto,v3,jev-1.13.0
news_guarantee-5d66c5f4ef0b,not_about_candidate,1.0,0.02,calm,unclear,1.0,0.19,hausa,0.72,auto,v3,jev-1.13.0
legit_hausa-2864463e3a9c,not_about_candidate,1.0,0.02,moderate,unclear,0.71,0.1,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-74d651705be6,not_about_candidate,0.98,0.05,calm,Bauchi,0.71,0.06,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-da6844235b65,not_about_candidate,0.91,0.07,moderate,unclear,0.9,0.24,english,1.0,auto,v3,jev-1.13.0
legit_hausa-bef6488cd146,not_about_candidate,1.0,0.01,mild,unclear,1.0,0.03,english,0.97,auto,v3,jev-1.13.0
legit_hausa-75a6050c5490,not_about_candidate,1.0,0.02,calm,unclear,0.61,0.16,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-18c96555e5d8,not_about_candidate,1.0,0.03,mild,unclear,0.84,0.35,english,1.0,auto,v3,jev-1.13.0
legit_hausa-1972bc7ff5c1,not_about_candidate,0.99,0.03,mild,Bauchi,0.98,0.17,english,0.94,auto,v3,jev-1.13.0
legit_hausa-537001d379c0,not_about_candidate,0.82,0.03,moderate,Bauchi,0.82,0.19,english,0.97,auto,v3,jev-1.13.0
legit_hausa-237018c338f6,not_about_candidate,1.0,0.02,mild,unclear,0.73,0.06,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-388eaa8c424e,not_about_candidate,0.82,0.02,mild,Bauchi,0.74,0.72,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-ae589442527f,not_about_candidate,1.0,0.02,mild,Ningi,0.58,0.08,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-50f4060f0566,not_about_candidate,1.0,0.02,calm,unclear,0.84,0.18,english,1.0,auto,v3,jev-1.13.0
legit_hausa-6777d38c84c9,not_about_candidate,0.98,0.03,calm,Dass,0.56,0.21,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-be3c0af30cd0,not_about_candidate,1.0,0.02,mild,unclear,0.54,0.02,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-f7b5f86dbe35,not_about_candidate,0.95,0.68,mild,unclear,1.0,0.43,english,1.0,auto,v3,jev-1.13.0
legit_hausa-0347d0b0f352,not_about_candidate,1.0,0.02,mild,unclear,0.92,0.49,english,1.0,auto,v3,jev-1.13.0
legit_hausa-94c55df8335c,not_about_candidate,1.0,0.02,moderate,unclear,0.88,0.33,english,1.0,auto,v3,jev-1.13.0
legit_hausa-eef89564eb90,not_about_candidate,1.0,0.02,moderate,unclear,0.65,0.13,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-be022b9ae4fd,not_about_candidate,1.0,0.02,moderate,unclear,0.74,0.19,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-5c6c3f59e36e,not_about_candidate,0.99,0.02,strong,unclear,0.89,0.22,english,1.0,auto,v3,jev-1.13.0
legit_hausa-4021126cdf7f,not_about_candidate,0.83,0.04,calm,unclear,0.83,0.22,english,1.0,auto,v3,jev-1.13.0
legit_hausa-64380d5fb02c,not_about_candidate,1.0,0.02,mild,unclear,0.8,0.19,english,1.0,auto,v3,jev-1.13.0
legit_hausa-c70aa2a22ca5,not_about_candidate,0.99,0.02,moderate,unclear,0.9,0.16,english,1.0,auto,v3,jev-1.13.0
legit_hausa-a8d2bf95319e,not_about_candidate,0.99,0.02,calm,unclear,0.91,0.21,english,1.0,auto,v3,jev-1.13.0
legit_hausa-42d3cd95b3d6,not_about_candidate,1.0,0.02,mild,unclear,0.79,0.12,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-826e793ad11d,not_about_candidate,0.99,0.02,strong,unclear,0.81,0.21,english,1.0,auto,v3,jev-1.13.0
legit_hausa-8b878cab1451,not_about_candidate,1.0,0.02,mild,unclear,0.53,0.15,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-a8cb3f1c2f04,not_about_candidate,1.0,0.02,mild,unclear,0.78,0.18,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-abdf3d890400,not_about_candidate,1.0,0.02,strong,unclear,0.97,0.11,english,0.98,auto,v3,jev-1.13.0
legit_hausa-fa4a1ea40e35,not_about_candidate,1.0,0.02,calm,Bauchi,0.68,0.26,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-39b96fb56288,not_about_candidate,0.99,0.02,mild,Itas-Gadau,0.99,0.26,english,1.0,auto,v3,jev-1.13.0
legit_hausa-50fbceff0195,not_about_candidate,1.0,0.02,moderate,Zaki,0.6,0.07,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-003870c05b0f,not_about_candidate,1.0,0.02,mild,unclear,0.51,0.12,english,1.0,human_review,v3,jev-1.13.0
legit_hausa-eecbcb6a0b66,not_about_candidate,1.0,0.02,calm,Katagum,1.0,0.12,english,1.0,auto,v3,jev-1.13.0
legit_hausa-631d20f34968,not_about_candidate,1.0,0.02,mild,Bauchi,0.82,0.11,english,1.0,auto,v3,jev-1.13.0
legit_hausa-a8bfa161b468,not_about_candidate,1.0,0.02,mild,Tafawa-Balewa,0.48,0.1,english,1.0,human_review,v3,jev-1.13.0
