raw_id,sentiment_label,sentiment_confidence,mentions_candidate_probability,intensity_score,lga_relevance_label,lga_confidence,opposition_signal_probability,language_label,language_confidence,routing_decision,schema_version,model
PILOT-0466,negative,0.97,0.96,strong,Warji,1.0,0.43,hausa,0.59,auto,v2,jev-1.13.0
PILOT-0467,negative,0.41,0.94,mild,Warji,1.0,0.88,hausa,0.68,human_review,v2,jev-1.13.0
PILOT-0468,neutral,0.95,0.93,calm,Warji,1.0,0.17,hausa,0.94,auto,v2,jev-1.13.0
PILOT-0469,not_about_candidate,0.97,0.03,calm,Warji,1.0,0.08,hausa,0.97,auto,v2,jev-1.13.0
PILOT-0470,not_about_candidate,0.96,0.03,calm,Warji,1.0,0.07,hausa,0.98,auto,v2,jev-1.13.0
PILOT-0471,positive,1.0,0.97,mild,Warji,1.0,0.24,mixed,0.74,auto,v2,jev-1.13.0
PILOT-0472,negative,0.98,0.96,moderate,Warji,1.0,0.47,mixed,0.93,auto,v2,jev-1.13.0
PILOT-0473,negative,0.85,0.93,mild,Warji,1.0,0.96,hausa,0.48,auto,v2,jev-1.13.0
PILOT-0474,neutral,0.97,0.94,calm,Warji,1.0,0.16,hausa,0.5,auto,v2,jev-1.13.0
PILOT-0475,not_about_candidate,1.0,0.02,calm,Warji,1.0,0.05,mixed,0.61,auto,v2,jev-1.13.0
PILOT-0476,positive,0.99,0.95,mild,Zaki,1.0,0.17,english,0.99,auto,v2,jev-1.13.0
PILOT-0477,positive,0.99,0.95,mild,Zaki,0.99,0.2,english,1.0,auto,v2,jev-1.13.0
PILOT-0478,positive,1.0,0.98,mild,Zaki,0.99,0.3,english,0.98,auto,v2,jev-1.13.0
PILOT-0479,negative,0.95,0.98,strong,Zaki,1.0,0.5,english,0.96,auto,v2,jev-1.13.0
PILOT-0480,negative,0.93,0.98,strong,Zaki,1.0,0.52,english,0.94,auto,v2,jev-1.13.0
PILOT-0481,negative,0.9,0.91,strong,Zaki,0.99,0.93,english,0.94,auto,v2,jev-1.13.0
PILOT-0482,neutral,0.82,0.93,calm,Zaki,0.99,0.17,english,1.0,auto,v2,jev-1.13.0
PILOT-0483,neutral,0.99,0.85,calm,Zaki,0.99,0.13,english,0.99,auto,v2,jev-1.13.0
PILOT-0484,not_about_candidate,0.99,0.03,mild,Zaki,0.99,0.07,english,1.0,auto,v2,jev-1.13.0
PILOT-0485,not_about_candidate,1.0,0.02,mild,Zaki,1.0,0.08,english,0.98,auto,v2,jev-1.13.0
PILOT-0486,not_about_candidate,0.99,0.03,mild,Zaki,0.99,0.07,english,1.0,auto,v2,jev-1.13.0
PILOT-0487,not_about_candidate,0.99,0.02,mild,Zaki,0.99,0.07,english,1.0,auto,v2,jev-1.13.0
PILOT-0488,positive,0.43,0.98,strong,Zaki,0.98,0.44,hausa,0.39,human_review,v2,jev-1.13.0
PILOT-0489,positive,0.99,0.94,mild,Zaki,0.99,0.28,hausa,0.96,auto,v2,jev-1.13.0
PILOT-0490,negative,0.92,0.96,strong,Zaki,0.99,0.38,hausa,0.58,auto,v2,jev-1.13.0
PILOT-0491,negative,0.94,0.95,strong,Zaki,0.99,0.38,hausa,0.54,auto,v2,jev-1.13.0
PILOT-0492,negative,0.72,0.92,moderate,Zaki,0.99,0.9,hausa,0.61,human_review,v2,jev-1.13.0
PILOT-0493,neutral,0.93,0.93,calm,Zaki,1.0,0.15,hausa,0.96,auto,v2,jev-1.13.0
PILOT-0494,not_about_candidate,0.53,0.04,mild,Zaki,0.97,0.18,hausa,0.92,human_review,v2,jev-1.13.0
PILOT-0495,not_about_candidate,0.94,0.03,calm,Zaki,1.0,0.07,hausa,0.94,auto,v2,jev-1.13.0
PILOT-0496,positive,0.98,0.96,mild,Zaki,1.0,0.22,mixed,0.72,auto,v2,jev-1.13.0
PILOT-0497,negative,0.67,0.93,strong,Zaki,0.95,0.38,mixed,0.81,human_review,v2,jev-1.13.0
PILOT-0498,negative,0.88,0.94,mild,Zaki,0.99,0.96,hausa,0.54,auto,v2,jev-1.13.0
PILOT-0499,neutral,0.98,0.92,calm,Zaki,1.0,0.15,hausa,0.4,auto,v2,jev-1.13.0
PILOT-0500,not_about_candidate,1.0,0.02,calm,Zaki,0.99,0.06,mixed,0.52,auto,v2,jev-1.13.0
