raw_id,source,language_label,sentiment_label,sentiment_confidence,mentions_candidate_probability,intensity_score,lga_relevance_label,opposition_signal_probability,routing_decision,schema_version,model,text,human_sentiment,human_intensity,human_lga,human_mentions,human_opp,human_language
legit_hausa-f6cc63a86bbf,legit_hausa,hausa,neutral,0.31,0.92,calm,unclear,0.08,human_review,v3,jev-1.13.0,"Za a Buga Siyasa: Gwamnan Bauchi Ya Saye Fom din Neman Takara a 2027 - Legit.ng. Editan Legit Hausa Ibrahim Yusuf yana da gogewar aikin jarida da rubuce-rubucen adabi sama da shekaru hudu, kuma kwararre ne a kawo rahotannin kasuwanci, siyasa da lamuran yau da kullum. Jihar Bauchi - Gwamna Bala Mohammed ya saye fom ɗin neman tsayawa takarar Sanata a jam’iyyar APM kwanaki biyar bayan sauya sheka daga PDP. A ranar 2 ga Mayun 2026, Bala Mohammed ya shiga APM bayan ya fice daga PDP sakamakon shari’o’in kotu da rikicin cikin gida da suka addabi jam’iyyar. NDC ta kara karfi a majalisa, sanatan ADC ya sauya sheka zuwa sabuwar jam'iyyar Gwamna Bala Mohammed ya yi bayani game da taron da ya yi da masu ruwa da tsaki na  jam'iyyar APM a wani sako da ya wallafa a Facebook. Bala Mohammed ya ce APM ta nuna kanta a matsayin wata ingantacciyar jam’iyya da ba ta da matsalolin shari’a domin shi da magoya bayansa su ci gaba da yi wa al’umma hidima a cikinta. A cikin wata sanarwa da ya fitar a ranar Alhamis, Bala Mohammed ya ce ya karɓi fom ɗin takarar Sanata ne yayin taron kwamitin zartarwa na ƙasa, NEC, na APM da aka gudanar a hedikwatar jam’iyyar ta ƙasa. Bala Mohammed ya ce taron NEC ɗin, wanda Yusuf Mamman Dantalle, shugaban jam’iyyar na ƙasa, ya jagoranta, ya mayar da hankali ne kan muhimman batutuwan ƙasa da na jam’iyyar. Kano: Gawuna ya bi sahun Kwankwaso, ya bayyana dalilinsa na barin ADC The Cable ta rahoto gwamnan Bauchi ya ƙara da cewa taron ya ba shi damar sanin tsarin shugabancin jam’iyyar a hukumance. Ya ce yanayin siyasar Najeriya ya ƙara fuskantar ƙalubale sakamakon halayen rashin kishin dimokuraɗiyya da barazanar siyasa, waɗanda a cewarsa suka sa hana jama'a masu nagarta su shiga a dama da su. Bala Mohammed ya ce bayan tattaunawa mai faɗi da abokan siyasa, masu ruwa da tsaki da magoya baya a faɗin ƙasa, APM ce ta fito a matsayin jam’iyyar da ta fi dacewa da hangen nesansu da burinsu na bai ɗaya. Gwamnan ya ce jam’iyyar tana da dabi’u iri ɗaya da mahangar siyasarsa, musamman a fannoni kamar shugabanci nagari, girmama dimokuraɗiyya, adalci, haɗin kai da mutunta doka. A wani labarin, kun ji cewa Gwamna Bala Mohammed ya yi korafi game da yadda jadawalin zaben 2027 zai gudana a lokacin aikin Hajji. Bala Mohammed ya bayyana cewa bai kamata a sanya jadawalin zaben 2027 a lokacin Hajji ba, inda yace lokacin zai yi karo da ranar Arafa. A kan haka ya yi kira ga shugaban hukumar zabe ta kasa da Shugaban kasa Bola Tinubu da su yi magana a daga lokacin zabe fitar da gwani a Najeriya. Wanda ya tantance Muhammad Malumfashi, babban edita a Legit.ng. Ibrahim Yusuf                                    (Hausa Editor) Ibrahim Yusuf yana da gogewar aikin jarida da rubuce-rubucen adabi sama da shekaru hudu, kuma kwararre ne a kawo rahotannin kasuwanci, siyasa da lamuran yau da kullum. ibrahim.yusuf@corp.legit.ng",,,,,,
nairaland-ddebb846c8dc,nairaland,english,not_about_candidate,0.91,0.02,strong,unclear,0.22,auto,v3,jev-1.13.0,Rivers state exports stupid people the way Japan exports cars,,,,,,
nairaland-8f7ea51352ec,nairaland,english,not_about_candidate,0.29,0.03,strong,unclear,0.64,human_review,v3,jev-1.13.0,"How many he don condemn by APC miscreants? These people don't care about you, they're all after personal interests.",,,,,,
nairaland-728099c34bbc,nairaland,english,not_about_candidate,1.0,0.02,strong,unclear,0.06,auto,v3,jev-1.13.0,"Seun : Fellow Nairalanders, We have noticed the use of ethnic slurs and other derogatory names by a small but persistent group of political actors and trolls. This practice of derogatory name-calling adds no value to the forum. It's bad for our mental health, our harmony as a community, and the reputation of Nairaland. It's simply toxic. It's absence and the absence of the people who use those slurs will not be missed. Therefore I have decided to ban the practice entirely. I have instructed dominique, mukina2, Lalasticlala and Mynd44 to ban anyone who uses an ethnic slur or derogatory name on Nairaland. The antispam bot will also contribute to the effort. Please report any case that you see. - Seun Osewa, Founder of Nairaland BETTER LATE THAN NEVER, GOD BLESS YOU AND YOUR FORUM FOR THIS PLEASE DON'T BE LIKE NAIJA POLITICIANS..:ENFORCE IT.....YOU WONT LOSE TRAFFIC BECAUSE THIS IS WHAT WILL HAPPEN, YOU WILL GIVE SOMEONE TOTAL BAN, THE PERSON WILL MISS NAIRALAND AND GO REGISTER ANOTHER ACCOUNT AND START BEHAVING HIM/HERSELF WITH THE NEW ACCOUNT...Good Job",,,,,,
gdelt-fd93f71aea28,gdelt,english,neutral,0.1,0.94,calm,unclear,0.26,human_review,v3,jev-1.13.0,APM demands release of FBI records on Tinubu,,,,,,
news_rfi_hausa-23e40462a371,news_rfi_hausa,hausa,not_about_candidate,1.0,0.01,calm,unclear,0.02,auto,v3,jev-1.13.0,"Italiya na shirin haramtawa mata sanya niƙabi a makarantu. Firaministar Italiya Giorgia Meloni ta ce gwamnatin ƙasar na shirin haramta amfani da niƙabi ko duk wani nau’in kyallen rufe fuska ga mata a makarantu, tare da sanya iyaka kan adadin ɗaliban ƙasashen waje da za su kasance a aji guda. Meloni ta bayyana hakan ne a ranar Lahadi yayin wani taro na matasan jam’iyyarta ta Brothers of Italy. Ta ce nan ba da daɗewa ba za a gabatar da wani ƙudiri a gaban majalisar ministoci domin kafa dokar da za ta ƙayyade adadin ɗaliban ƙasashen waje da za a bari su kasance a aji guda. Ta kuma ce ƙudirin zai buƙaci iyayen ɗaliban ƙasashen waje da ke fuskantar matsalar sabawa da tsarin makarantu su koyi harshen Italiyanci. A cewar Meloni, ƙudirin zai kuma haramta amfani da niƙabi a makarantu. A halin yanzu, babu wata doka kai tsaye a Italiya da ta haramta niƙabi a makarantu ko wuraren taruwar jama’a. Sai dai wata doka ta shekarar 1975 ta haramta amfani da hular kariya ko tufafin da ke hana gano fuskar mutum, sai dai idan akwai dalili na musamman. A shekarar 2008, wata babbar kotu a Italiya ta bayyana cewa ana iya sanya mayafin da ke rufe fuska saboda dalilai na addini ko al'adu, matuƙar za a bayyana fuskar lokacin da ake buƙatar tabbatar da shaida mutum. Dangane da adadin ɗaliban ƙasashen waje a aji guda kuwa, wannan iyaka tuni tana cikin dokokin Italiya, amma Meloni ba ta bayyana yadda sabuwar dokar za ta sauya tsarin wadda ake amfani da ita ba. Tun daga shekarar 2010, dokar Italiya ta kayyade cewa daliban ƙasashen waje ba za su wuce kaso 30 cikin 100 na yawan ɗalibai a aji guda ko na makaranta ba. Sai dai ana iya ƙara wannan kaso idan ɗaliban ƙasashen waje suna da isasshen ƙwarewa a harshen Italiyanci, kamar waɗanda aka haifa a Italiya, haka kuma, ana iya rage adadin idan ɗaliban ba su iya harshen Italiyanci yadda ya kamata ba. Labaran Samun Labaran RFI,  Hirarraki, Rubattattuun Labarai, Labarai game da wani, shirye-shirye. Ku saurari dukannin labaran duniya ta hanyar sauke man hajar RFI",,,,,,
nairaland-c1744ab0da74,nairaland,english,not_about_candidate,0.99,0.02,calm,unclear,0.1,auto,v3,jev-1.13.0,collins2good : Are you from Ojakovo family I know you Collins,,,,,,
nairaland-513bb7af5687,nairaland,english,not_about_candidate,0.8,0.02,strong,unclear,0.18,auto,v3,jev-1.13.0,"I just want to state here that nobody have monopoly for violence and let us take this election serious, this men bleed just like us, they are not ghost, we need to go beyond and above what this evil men can ever think of going. Also if you as a thug choose to be puppet to this men who don't consider you human enough to elevate your financial status but only remember you every 4yrs then whatever befall you will be your own doing.because even treatment this politicians won't treat you.",,,,,,
nairaland-f92a0301a4a0,nairaland,english,not_about_candidate,0.7,0.03,strong,unclear,0.17,human_review,v3,jev-1.13.0,", 2023 A Mod like Mynd44 is emotionally biased, and not capable of  cleansing NL of ethnic tribal bigotry, because his record shows that he is part of the problem.",,,,,,
nairaland-3bcdfda9625a,nairaland,english,not_about_candidate,1.0,0.01,moderate,unclear,0.05,auto,v3,jev-1.13.0,"Finally...long overdue... Seun : Fellow Nairalanders, We have noticed the use of ethnic slurs and other derogatory names by a small but persistent group of political actors and trolls. This practice of derogatory name-calling adds no value to the forum. It's bad for our mental health, our harmony as a community, and the reputation of Nairaland. It's simply toxic. It's absence and the absence of the people who use those slurs will not be missed. Therefore I have decided to ban the practice entirely. I have instructed dominique, mukina2, Lalasticlala and Mynd44 to ban anyone who uses an ethnic slur or derogatory name on Nairaland. The antispam bot will also contribute to the effort. Please report any case that you see. - Seun Osewa, Founder of Nairaland",,,,,,
nairaland-90704aea420a#1,nairaland,english,not_about_candidate,1.0,0.02,very_strong,unclear,0.42,auto,v3,jev-1.13.0,"Mmm KingOfAmebo : Tinubu said it loud and clear that if he doesn't give us 24 hours power supply we SHOULD NOT vote for him...Do we now have 24 hours power supply? NO...Have Aso Rock installed Solar power to supply Tinubu electricity because he failed to give even Aso Rock 24 electricity? YES. Meanwhile, out of the obvious failure by the APC government, they have NOTHING to campaign with but to launch attacks at Peter Obi out of desperation... Let me quickly press the necks of APC supporters with Peter Obi's achievements as Governor in Anambra state:... APC media team should read the below CV of Peter Obi with a chilled bottle of sniper, please read to the end...ok? NAME : Mr. Peter Gregory OBI, (CON) DATE OF BIRTH : 19th July 1961 PLACE OF BIRTH: Onitsha, Nigeria NATIONALITY: Nigerian MARITAL STATUS: Married with two children EDUCATIONAL INSTITUTIONS ATTENDED · Christ the King College, Onitsha (W.A.S.C.) . University of Nigeria, Nsukka (B.A. Philosophy) · Lagos Business School, Nigeria (Chief Executive Program) · Harvard Business School, Boston, U.S.A. (Mid to Mid Marketing) · Harvard Business School, Boston, U.S.A. (Changing the Game) · London School of Economics (Financial Mgmt/Business Policy) · Columbia Business School, New York, U.S.A. (Marketing Mgmt ) · Institute for Management Development, Switzerland (Senior Executive Program) · Institute for Management Development, Switzerland (Break-Through Program for CEOs) · Kellogg Graduate School of Management, U.S.A. (Advanced Executive Program) · Kellogg School of Management U.S.A. (Global Advanced Mgmt Program) . Oxford University: Said Business School, (Advanced Mgmt& Leadership Program) . Cambridge University: George Business School (Advanced Leadership Program) PREVIOUS POSITIONS · Governor, Anambra State of Nigeria (2006-2014) · Honorary Special Adviser to the President on Finance (till May, 2015) · Member, Presidential Economic Management Team (till May, 2015) · Vice-Chairman, Nigeria Governors’ Forum (2008-2014) · Chairman, South-East Governors’ Forum (2006-2014) . Former Chairman: Board of Securities and Exchange Commission (SEC) · Former Chairman: Fidelity Bank Plc. · Former Chairman: Guardian Express Mortgage Bank, Ltd. · Former Chairman: Future Views Securities, Ltd. · Former Chairman: Paymaster Nigeria Plc. · Former Chairman: Next International (Nigeria) Ltd · Former Director: Guardian Express Bank Plc. · Former Director: Chams Nigeria Plc. · Former Director: Emerging Capital Ltd · Former Director: Card Centre Plc MEMBERSHIP OF PROFESSIONAL ASSOCIATIONS/ORGANIZATIONS · Member, Nigerian Economic Summit Group (NESG) · Member, Nigerian Chartered Institute of Bankers · Member, British Institute of Directors (IOD) MEMBERSHIP OF FEDERAL GOVERNMENT COMMITTEES In my capacity as the Governor of Anambra State, I served as a member of: *Federal Government Committee on Minimum Wage *Federal Government Committee on Negotiation with Labour on Subsidy *Federal Government Committee on Mass Transit *Federal Government Committee on Natural Resource *National Economic Council Committee on Power Sector Reform *National Economic Council Committee on Sharing of MDGs Funds *National Economic Council Committee on Accurate Data on Nigeria’s Oil Import and Export *Agricultural Transformation Implementation Council *Sub-Committee on Needs Analysis of Public Universities in Nigeria *National Economic Council Review Committee on the Power Sector AWARDS & RECOGNITIONS 2015: Golden Jubilee Award from Catholic Diocese of Onitsha for outstanding contribution to quality healthcare delivery in St. Charles Borromeo Hospital in particular and Anambra State in general, on the occasion of the Golden Jubilee celebration of the hospital. *2014: Nigerian Library Association Golden Merit Award for remarkable improvement of libraries in Anambra State, exemplified by our Government's construction of the Kenneth Dike Digital State Library, remarkable upgrade of the Onitsha Divisional Library, and provision of library facilities in secondary schools across the State. *2014: Champion Newspaper Most Outstanding Igbo Man of the Decade. * 2014 The Voice Newspaper (Holand) Achievers Award for Outstanding Example in Leadership and Governance. *2013: Silver Bird Man of the Year (with Governor BabatundeFashola of Lagos State). *2012: Business Hallmark Newspaper Man of the Year. *2012: The Golden Award on Prudence – by the Methodist Church of Nigeria as the Most Financially Prudent Governor in Nigeria. * 2012: Leadership and Good Governance Award by The Ezeife Leadership Foundation Award for restoring peace and harmony to Anambra State. * 2012: Best Performing Governor on Immunization in South-East Nigeria – by Bill & Melinda Gates Foundation. * 2012: Outstanding Financial Planner and Manager – by the Church of Nigeria, Anglican Communion for my resourcefulness and creativity in governance. *2011: Zik Leadership Prize. *2010: ICT Governor of the Year – by the West Africa ICT Development Award. *2009: Champion Newspaper Nigeria’s Most Trustworthy Governor Award. *2009: Thisday Newspaper Most Prudent Governor in Nigeria. *2007: The Sun Newspaper Man of the Year Award. **The Nigerian MDGs Office/UNDP Best Governor in the Implementation of the MDGs in Nigeria NTRODUCTION OF CONSTITUTIONAL AND OTHER MAJOR CHANGES IN NIGERIAN POLITICS *He was the first gubernatorial candidate in Nigeria to legally challenge to its logical conclusion, his governorship electoral victory that was denied him. He won in the Courts and reclaimed his mandate. *He was the first Governor in Nigeria to legally challenge his wrongful impeachment and was reinstated by the Courts. *He was the first Governor in Nigeria to seek the interpretation of tenures of Governors when INEC allowed elections to take place in Anambra State when his tenure had not expired; the election already concluded was cancelled and he was allowed to complete his tenure. *He was the first Governor to serve a 2nd term in both the new and old Anambra State, that is, almost 40 years after creation of the State. *He was the first Governor, whilst still in Office, to be appointed a Special Adviser to the President. *He was the first serving Governor to be appointed into the Presidential Economic Management Team. *He was among the first Governors to be honoured with a National Award in 2011, while still in office. *Though the only Governor whose political party was in government in only one State, he was elected Vice-Chairman of the Nigeria Governors’ Forum twice. *Though the only non-PDP Governor in the South-East (made up of 5 States), he was elected by the other 4 PDP Governors as their Chairman for 8 years rather than the usual one year. FUNDAMENTAL ACHIEVEMENTS AS GOVERNOR OF ANAMBRA STATE (PARTIAL LISTING) 1. Anambra was the first State to commence Sub-Sovereign Wealth savings, the first of its kind in Sub-Saharan Africa. At a time many other Governors were leaving huge debts, I left the equivalent of $500 million Dollars in investment as well as local and foreign currency, including $156 million in Dollar-denominated bonds. 2. For the first time in the history of Anambra State, Ambassadors and High Commissioners of notable countries such as United States, Britain, Russia, European Union, South Africa, Belgium, Israel, the Netherlands, Canada, among others, visited the State. Before my tenure, Anambra was practically a pariah state blacklisted by the Diplomatic Corps and international development partners. 3. Development partners such as UNDP, UNICEF, the World Bank, DFID, the European Union etc., which hitherto were not in Anambra State started working with the State. Anambra was consistently adjudged one of the best states in development partnership and commitment to reforms for good governance. 4. He was recognised as Best Governor by the Millennium Development Goals Office (OSSAP-MDGs) and the UNDP in the implementation of their programmes in Nigeria. 5. The Nigerian Debt Management Office (DMO) rated Anambra as the least indebted state in Nigeria. In spite of visible and measurable achievements recorded in various sectors, the State under him did not borrow or raise bonds for her various projects. 6. The Senate of the Federal Republic of Nigeria rated Anambra State as the most financially stable state in the country. 7. The State's ground-breaking return of schools to their original owners - Voluntary Agencies (Churches) on 1st January 2009, and subsequent partnership with the Agencies in Education, saw the State move from 24th position out of 36 States to Number One in National Examination Council (NECO) and West African Examination Council (WAEC) examinations for three consecutive years. This made the World Bank to commission a study, led by the renowned Prof. Paul Collier of Oxford University, on this revolutionary partnership and phenomenal achievement. 8. The State also entered into strategic partnership with the Churches in the Health sector. This symbiotic relationship resulted in a tremendous boost to health care because of the services offered by health institutions owned by Voluntary Agencies, while the State restored grants to the agencies and made available to them more than 50 million Dollars in various types of support. 10. Through partnership with the Church in the Health sector, his Government funded the transformation of -: a: Iyienu Hospital, Ogidi; b: Our Lady of Lourdes Hospital, Ihiala; c: St Charles Borromeo Hospital, Onitsha; d: Holy Rosary Hospital, Waterside, Onitsha; and e: St. Joseph Hospital, Adazi-Nnukwu. His Government also built the Joseph Nwilo Heart Centre in St. Joseph, Adazi-Nnukwu, where heart operations are now being performed. 11. His Government won the Bill and Melinda Gates Foundation (1 Million dollars) as the best-performing state in immunisation in the South-East. With complementary funding from our Government, they used the money to build 10 Maternal and Child Care Centres across the State, particularly in rural communities, in partnership with the Churches. 12. The State was the first to procure and distribute more than 30,000 computers to secondary schools, including 22,500 from HP. The Managing Director for Personal Systems Group HP Inc, Mr. FabriceCampoy described the deployment as the biggest of such projects in the Middle-East and Africa. 13. Anambra State Government provided Microsoft Academies to more than 500 secondary schools, which the Head of Microsoft in Nigeria (Mr. Ken Span) described as the biggest such deployment in Africa so far. 14. The State provided Internet access to more than 500 secondary schools, which the CEO of Galaxy Backbone (Mr. Gerald Ilukwe) characterized as incomparable to any in the country. 15. More than 700 buses were provided to secondary schools in the State by our Government. 16. Boreholes were provided in schools all over the State. 17. Numerous classrooms were built in all the 177 communities of the State. 18 As part of the efforts to turn around the economy of the State, a number of companies were attracted to build their facilities in the Anambra State. A case in point is SABMiller, the 2nd largest brewery in the world, which built their first Green Field facility in the State, which is today one of the most successful facilities they operate globally. 19. A number of other companies followed the SABMiller initiative and were all supported and encouraged under our Government; a good example is INNOSON Motor Manufacturing Company, from which our government bought more than 1,000 vehicles. 20. Anambra State for the first time started close collaboration with recognized government security agencies (the Police, Army, Navy, Department of State Security, Civil Defence, among others), offering them various types of support including provision of more than 500 security vehicles. The improvement in security was phenomenal, such that the former IG of Police (Abubakar Mohammed) lauded Anambra State for not witnessing any bank robbery in my last three years in office. 21. To further enhance security, Anambra State provided at least one security vehicle to each of all the 177 communities in the State as well as various organizations such as markets and Churches. 22. His Administration conceived and built, from scratch, the first state-owned Teaching Hospital, Chukwuemeka Odumegwu-Ojukwu teaching Hospital, Awka. 23. His Government commenced the planned development of the Igbariam Campus of the ChukwuemekaOdumegwu-Ojukwu University, including the fencing, construction of internal roads, electrification, construction of the Faculty of Law, Auditorium, Administrative Block, Faculty of Agriculture, Management Building, among others). 24. His Government attracted the World Bank support on erosion - National Erosion and Watershed Management Project (NEWMAP) - to Anambra State. 25. His Government was the first to do Poverty Mapping in Nigeria, as a guide for the effective implementation of our poverty-alleviation strategies. 26 His Government, for the first time, undertook the aerial mapping of Awka as well as the production of Structure Plans for Awka Capital Territory, Onitsha and Nnewi. 27. During his tenure and with his Government's support, Anambra State became an oil producing State. 28. He built the first Secretariat Complex to house State Government Ministries that were hitherto scattered around the State. 29. His government commenced the development of the 'Three Arms Zone' comprising Government House/Governor’s Lodge, Legislative Building/Speakers Residence, and Judiciary Building with Chief Judge’s Residence. 30. By the end of his tenure in 2014, more than twelve (12) health institutions, including two hospitals, had secured accreditation; when we took off in 2006, no health institution in Anambra State was duly accredited. 31. Anambra State was the first to undergo national peer review, which scrutinised State Governments for good governance, through the State Peer Review Mechanism (SPRM), an initiative of the Nigerian Governors’ Forum in collaboration with the DFID.. TAKE AWAY: 1. He ran the most secured state in Nigeria during his tenure. Former IGP Abubarkar gave him 5 years accollades of the most secured state back to back for 5 years. 2. The minister of works then gave him the best accolade of a governor that built 800km of road network in 8years 3. Educationally , He met Anambra at 26th position in 2006 and left it at 1st by 2014 when he was leaving. 4. He was the only governor that met the millennium development goal in Nigeria in both education and health. In fact , Milinda and bill gate foundation gave him a personal gift of 1 million dollar for his achievement. Which he dropped in the state account rather than putting in his own private account. 5. He is the only former governor today that does not collect pension, gratuity, land gift and allowances since he left the govt in 2014. 6. When he became SEC chairman under President Jonathan, he told SEC to hold back all his allowance and entitlement as a Board chairman . He left without nothing. He said he does not need them. When he was chairman of fidelity bank , he was entitled to two brand new cars annually. He told the board. I don't need them. Let me just come for meetings and go home. You can only be angry with him. You cannot change the facts. Here's a link to some projects executed and completed by Peter Obi as governor of Anambra State? https://www.nairaland.com/7313723/some-projects-done-peter-obi Go and verify and vote wisely...",,,,,,
legit_hausa-1dd466854226,legit_hausa,hausa,not_about_candidate,0.99,0.07,moderate,Katagum,0.14,auto,v3,jev-1.13.0,"Abin Tausayi: Tsohon Mataimakin Gwamnan Bauchi Ya Yi Magana kan Rasuwar 'Ya'yansa 2 - Legit.ng. Legit.ng Hausa ta bude tasha a manhajar Whatsapp . Kasance tare da mu don samun rahotanni da dumi-dumi! Ahmad Yusuf, kwararren edita ne a Legit Hausa da ya shafe tsawon shekaru yana kawo muku rahotannin siyasa, nishadi da al'amuran yau da kullum Bauchi, Nigeria - Tsohon mataimakin gwamnan jihar Bauchi , Sanata Baba Tela, ya ce ya ɗauki mutuwar ɗansa, Mustapha Baba Tela, da ‘yarsa, Ummi Baba Tela, a matsayin ƙaddara daga Allah. ‘Ya’yansa sun rasu ne a ranar Asabar, 4 ga Yulin 2026, bayan motar da ke ɗauke da su ta yi mummunan hatsari a titin Bauchi zuwa Azare, kusa da kamfanin Tiamin Rice, kimanin kilomita 20 daga birnin Bauchi. Kurunƙus: Tinubu ya mika fam ga APC, ya zabi wanda zai masa mataimaki a zaben 2027 Jaridar Leadership ta rahoto cewa yaran suna hanyar dawowa Bauchi ne bayan halartar bikin auren ‘yar uwarsu a Azare, lamarin da ya sauya farin cikin iyali zuwa babban alhini. Da yake magana cikin jimami da hawaye, Sanata Baba Tela ya ce babu wanda zai iya ƙalubalantar hukuncin Allah SWT. Sanatan ya bayyana cewa wasu daga cikin ‘ya’yansa da suka ji rauni a hatsarin suna ci gaba da karɓar magani a asibiti. Ya ce har yanzu bai samu ƙarfin zuciyar yin ƙarin bayani ba, yana addu’ar Allah Ya ba su lafiya cikin gaggawa, cewar rahoton Punch. Yadda 'yan bangar siyasa suka hallaka wani fitaccen malamin Islamiyya a Bauchi Hukumar Kiyaye Haddura ta Kasa (FRSC), reshen Bauchi, ta ce hatsarin ya faru ne da misalin ƙarfe 4:30 na yammacin ranar Asabar a kusa da kamfanin Tiamin Rice. Hukumar ta bayyana cewa motar Toyota Prado mai lambar KTG 253 SM ce ta yi hatsarin, kuma Auwalu Babatela ne ke tuƙa ta. Hukumar FRSC ta danganta hatsarin da karya dokar fitilar hanya da kuma tuki cikin haɗari. Mutane shida ne ke cikin motar, inda mutum huɗu suka samu raunuka, yayin da Mustapha Baba Tela da Ummi Baba Tela suka rasu a wurin da hatsarin ya faru. A wani labarin, kun ji cewa ɗan takarar mataimakin shugaban kasa na NDC, Rabiu Kwankwaso , ya mika ta'aziyyarsa ga tsohon mataimakin gwamnan jihar Bauchi, Baba Tela. Kwankwaso ya aika da sakon ta'aziyyar ne bisa rasuwar yayansa biyu, Mustapha da Ummi, a wani mummunan hatsarin mota. Ya bayyana lamarin a matsayin wata babbar kaddara mai ban takaici da ta haifar da firgici da alhini mai yawa ba wai kawai ga gidan da aka yi rashin ba, har ma da Masarautar Katagum da ma daukacin jihar Bauchi. Ahmad Yusuf                                    (Hausa editor) Ahmad Yusuf ma'aikacin jaridar Legit.ng sashin Hausa ya fara aiki a 2021, ya kware wajen kawo labarai da rahotanni da suka shafi siyasa da al'amuran yau da kullum. 
Matashin ɗan jaridar ya koyi Lissafi a digirinsa na farko a Jami'ar Kimiyya da Fasaha da ke Wudil, Kano (KUST) ya kuma samu shaidar kwarewa a fannin aikin jaridar zamani daga Reuters a 2022. Kafin fara aiki da Legit Ahmad ya yi aiki da jaridu da dama na turanci da Hausa tun 2012. 
Mail: ahmad.yusuf@corp.legit.ng 07032379262",,,,,,
nairaland_search-0f3a43f03d95,nairaland_search,english,not_about_candidate,1.0,0.02,mild,unclear,0.16,auto,v3,jev-1.13.0,"Nigeria Educative !! but SE/Biafra seems landlocked real bad ... edo, Ijaw, itshekiri, urhobo,ibibio, igala and idoma/tiv are the nations that locked the potato-likened southeast map ........ Map of Igboland resemble small potato !!",,,,,,
nairaland-3db1902cf934,nairaland,english,not_about_candidate,0.72,0.02,strong,unclear,0.06,human_review,v3,jev-1.13.0,", 2022 ThisisIkemefuna : Well regardless of how it ends, I and my family, will still vote for Peter Obi. I hope that makes you not sleep at night. I and my grassroots team are voting our candidate as well.",,,,,,
nairaland-fa3953bed72b,nairaland,english,not_about_candidate,1.0,0.01,strong,unclear,0.07,auto,v3,jev-1.13.0,", 2023 Seun : Fellow Nairalanders, We have noticed the use of ethnic slurs and other derogatory names by a small but persistent group of political actors and trolls. This practice of derogatory name-calling adds no value to the forum. It's bad for our mental health, our harmony as a community, and the reputation of Nairaland. It's simply toxic. It's absence and the absence of the people who use those slurs will not be missed. Therefore I have decided to ban the practice entirely. I have instructed dominique, mukina2, Lalasticlala and Mynd44 to ban anyone who uses an ethnic slur or derogatory name on Nairaland. The antispam bot will also contribute to the effort. Please report any case that you see. - Seun Osewa, Founder of Nairaland Something that has been going on for many years you are just noticing it now?",,,,,,
